idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
5816,90.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1994,60,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",35.0,37.0,37,37000.0,35000.0,61.0
7251,300.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1993,40,Female,1975,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,32.0,34,22000.0,30000.0,68.0
7887,360.0,8.0,Yes,Socialdemokratiet - The Social democrats,1983,55,Male,1958,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",25.0,39.0,39,36000.0,42000.0,89.0
9607,540.0,9.0,Yes,Alternativet - The Alternative,1982,64,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13.0,32.0,34,32000.0,,50.0
11688,,5.0,Yes,Socialdemokratiet - The Social democrats,1968,50,Female,1952,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",2.0,37.0,37,,,77.0
12355,120.0,5.0,Yes,Socialdemokratiet - The Social democrats,1987,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,38.0,37,36000.0,38000.0,48.0
16357,488.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,2013,50,Male,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4.0,37.0,37,40000.0,,50.0
17504,210.0,4.0,Yes,Dansk Folkeparti - Danish People's Party,2001,45,Female,1984,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,,10,,,51.0
19970,240.0,9.0,Yes,Liberal Alliance - Liberal Alliance,1984,60,Female,1966,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21.0,36.0,36,85000.0,,42.0
20724,60.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1981,Never too young,Male,1958,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,40,28000.0,34000.0,65.0
22248,121.0,9.0,Yes,Socialdemokratiet - The Social democrats,1970,Never too young,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,37.0,37,,,62.0
24928,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1984,Should never retire permanently,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,,80,50000.0,,77.0
27000,390.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1971,65,Male,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",12.0,,60,90000.0,,51.0
27211,120.0,7.0,Yes,Kristendemokraterne - Christian Democrats,1983,60,Male,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,15.0,17,26000.0,,99.0
28202,60.0,7.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2007,60,Male,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,37.0,45,28000.0,35000.0,56.0
29156,,8.0,Yes,Dansk Folkeparti - Danish People's Party,1944,60,Male,1932,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,60.0,60,,,88.0
29471,240.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1984,50,Male,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,42.0,42,40000.0,45000.0,46.0
31317,60.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1970,62,Female,1948,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",5.0,37.0,37,,,68.0
32191,90.0,8.0,Yes,Socialdemokratiet - The Social democrats,1964,60,Female,1956,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,34500.0,40000.0,80.0
33174,45.0,9.0,Yes,Alternativet - The Alternative,1970,55,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,30.0,32,,,50.0
33307,720.0,7.0,No,,2013,48,Male,1991,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17.0,20.0,20,,,68.0
34446,90.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1998,60,Female,1975,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,37,25000.0,30000.0,59.0
34955,240.0,6.0,Yes,Socialdemokratiet - The Social democrats,1980,50,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,37,33000.0,,61.0
38221,240.0,7.0,Yes,Socialdemokratiet - The Social democrats,2000,45,Female,1982,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,30.0,30,24000.0,35000.0,61.0
38848,120.0,9.0,Yes,Socialdemokratiet - The Social democrats,2001,60,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,30.0,32,21000.0,25000.0,69.0
38971,,6.0,Yes,Dansk Folkeparti - Danish People's Party,1997,60,Male,1980,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,55.0,37,44000.0,,58.0
39619,45.0,8.0,Yes,Socialdemokratiet - The Social democrats,1963,50,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,,,57.0
42274,660.0,8.0,Yes,,1972,60,Female,1955,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,40,38500.0,42000.0,79.0
44490,170.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2001,65,Female,1982,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21.0,37.0,40,42000.0,,39.0
46190,360.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1987,52,Male,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,42,37000.0,,59.0
46404,300.0,8.0,No,,1984,50,Male,1965,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14.0,37.0,45,92000.0,,42.0
46606,300.0,8.0,Yes,Alternativet - The Alternative,2014,60,Female,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16.0,8.0,20,10000.0,,66.0
49450,180.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2015,60,Male,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,24000.0,,48.0
50526,,7.0,Yes,,1957,Never too young,Female,1942,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",10.0,37.0,37,,,92.0
53574,480.0,9.0,Yes,Socialdemokratiet - The Social democrats,2014,55,Male,1993,Universitetsbachelor. 1. del af kandidatuddannelse,17.0,15.0,18,14000.0,,60.0
55481,540.0,8.0,Yes,,2002,58,Female,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,37,39000.0,,71.0
56690,62.0,2.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1960,60,Female,1940,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,27.0,35,,,77.0
59410,10.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1986,60,Male,1968,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,40,30000.0,33000.0,66.0
59841,45.0,8.0,Yes,Alternativet - The Alternative,1989,55,Female,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",24.0,37.0,37,45000.0,,149.0
61995,30.0,6.0,Yes,Socialdemokratiet - The Social democrats,1996,60,Female,1977,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,30.0,34,19500.0,,50.0
62055,,2.0,No,,,Never too young,Female,1935,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",3.0,25.0,25,,,57.0
62232,60.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1957,63,Male,1942,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",10.0,,,,,65.0
62601,150.0,8.0,Yes,Socialdemokratiet - The Social democrats,1981,61,Female,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,33.0,33,28000.0,35000.0,72.0
63738,121.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,66,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,80.0,80,45000.0,,59.0
64617,150.0,8.0,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",50,Female,1991,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,,,61.0
66405,60.0,7.0,Yes,Socialdemokratiet - The Social democrats,1969,62,Male,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,50,,,70.0
66500,122.0,10.0,Yes,Socialdemokratiet - The Social democrats,1996,,Male,1980,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",10.0,36.0,36,31000.0,,54.0
66561,30.0,8.0,Yes,Socialdemokratiet - The Social democrats,1976,Never too young,Male,1957,Folkeskole 9.-10. klasse,9.0,37.0,37,35000.0,38000.0,35.0
68174,,7.0,Yes,Dansk Folkeparti - Danish People's Party,1953,60,Male,1934,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,37,,,78.0
68781,150.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1962,Never too young,Female,1945,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,,,,,87.0
69758,45.0,3.0,Not eligible to vote,,1992,,Male,1967,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",20.0,37.0,40,34000.0,40000.0,64.0
75245,240.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,2008,60,Male,1985,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,,40,50000.0,,62.0
75287,120.0,8.0,Yes,,2018,65,Male,1995,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16.0,8.0,8,,,53.0
75328,120.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1997,58,Female,1978,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",9.0,37.0,39,,,72.0
75408,480.0,7.0,No,,2017,60,Male,2001,Folkeskole 9.-10. klasse,11.0,8.0,8,0.0,,58.0
75478,300.0,7.0,Not eligible to vote,,"Still in parental home, never left 2 months",55,Female,1998,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,15.0,15,6000.0,8000.0,54.0
75552,300.0,6.0,No,,2011,40,Male,1989,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15.0,37.0,55,35000.0,,48.0
75748,720.0,7.0,Yes,Socialdemokratiet - The Social democrats,1987,60,Female,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4.0,37.0,37,33000.0,,40.0
75839,30.0,3.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1958,64,Male,1938,Folkeskole 9.-10. klasse,15.0,40.0,40,,,48.0
75850,60.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1994,50,Female,1974,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",5.0,37.0,40,385000.0,42000.0,53.0
75969,180.0,6.0,No,,2010,45,Female,2003,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,42,18000.0,24000.0,60.0
76113,600.0,6.0,Yes,Dansk Folkeparti - Danish People's Party,"Still in parental home, never left 2 months",55,Female,1995,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18.0,,7,,,52.0
76127,420.0,7.0,Not eligible to vote,,"Still in parental home, never left 2 months",45,Female,2002,Folkeskole 9.-10. klasse,9.0,12.0,12,3700.0,,51.0
76225,,7.0,No,,"Still in parental home, never left 2 months",17,Male,2001,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10.0,10.0,10,2000.0,,52.0
76259,420.0,5.0,Not eligible to vote,,1969,,Male,1950,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,8.0,8,60000.0,,134.0
76553,244.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,60,Male,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,37,,,45.0
76667,120.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1964,60,Male,1944,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,7.0,35,,,53.0
76690,60.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1963,,Male,1943,Universitetsbachelor. 1. del af kandidatuddannelse,8.0,37.0,37,,,72.0
76768,45.0,6.0,Yes,Socialdemokratiet - The Social democrats,1968,67,Female,1948,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,37.0,45,,,55.0
76848,30.0,5.0,Yes,Socialdemokratiet - The Social democrats,1976,65,Male,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18.0,37.0,37,27000.0,35000.0,69.0
76863,300.0,4.0,No,,2018,55,Male,1997,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",,37.0,37,,,35.0
76958,90.0,6.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1982,60,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,42,,,51.0
76965,30.0,8.0,Yes,Socialdemokratiet - The Social democrats,1962,,Male,1940,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,,,78.0
77062,60.0,9.0,Yes,,1966,,Female,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,37,,,74.0
77093,61.0,8.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1983,67,Male,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,45,62000.0,,63.0
77153,240.0,8.0,Yes,Liberal Alliance - Liberal Alliance,2000,60,Female,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,40,35000.0,40000.0,76.0
77167,120.0,9.0,Yes,Socialdemokratiet - The Social democrats,1982,50,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,20.0,23,28000.0,,66.0
77198,48.0,8.0,Yes,Socialdemokratiet - The Social democrats,1966,62,Female,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,37,,,50.0
77275,600.0,8.0,Yes,Socialdemokratiet - The Social democrats,2001,50,Male,1979,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,40,51000.0,,66.0
77284,30.0,7.0,No,,1944,50,Male,1929,Folkeskole 6.-8. klasse,1.0,37.0,42,,,102.0
77301,,9.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1975,50,Female,1958,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,30.0,40,30000.0,35000.0,51.0
77371,61.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1986,65,Male,1964,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",20.0,37.0,45,888.0,,78.0
77400,480.0,9.0,Yes,,1981,Never too young,Female,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,28000.0,29000.0,76.0
77420,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1989,50,Female,1971,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",2.0,12.0,12,21000.0,,47.0
77445,240.0,4.0,Yes,Dansk Folkeparti - Danish People's Party,1978,50,Female,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,24000.0,32000.0,41.0
77627,180.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2008,59,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,43,33000.0,38000.0,62.0
77693,60.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1978,Never too young,Male,1962,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,37,28000.0,,40.0
77736,240.0,8.0,Yes,Alternativet - The Alternative,1998,50,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,12.0,12,,,77.0
77785,121.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,1986,59,Male,1963,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",10.0,37.0,37,29000.0,,57.0
77833,240.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1966,55,Female,1950,Folkeskole 6.-8. klasse,7.0,48.0,48,,,44.0
78061,60.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1949,Should never be in paid work,Male,1935,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",9.0,37.0,38,,,59.0
78179,150.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1970,65,Male,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,10.0,40,,,50.0
78485,510.0,8.0,Yes,Socialdemokratiet - The Social democrats,2003,60,Female,1983,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,37,40500.0,,61.0
78563,150.0,8.0,Yes,Socialdemokratiet - The Social democrats,1967,59,Male,1947,"Forskeruddannelse. Ph.d., doktor",19.0,30.0,37,90000.0,,48.0
78605,90.0,7.0,Yes,,1972,,Male,1952,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,37.0,40,,,55.0
78613,120.0,4.0,Yes,Socialdemokratiet - The Social democrats,1984,,Male,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,16.0,16,,,48.0
78714,,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1992,17,Male,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",6.0,37.0,40,30000.0,,47.0
78728,90.0,7.0,Yes,Socialdemokratiet - The Social democrats,1965,40,Male,1947,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,35.0,45,,,71.0
78838,120.0,7.0,Yes,Alternativet - The Alternative,2010,55,Female,1988,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,26000.0,30000.0,67.0
78996,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1984,60,Male,1967,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19.0,37.0,41,28000.0,30000.0,65.0
79006,660.0,8.0,Not eligible to vote,,"Still in parental home, never left 2 months",60,Female,2000,Folkeskole 9.-10. klasse,10.0,12.0,12,6500.0,,48.0
79054,120.0,9.0,Yes,Socialdemokratiet - The Social democrats,1997,60,Male,1976,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17.0,37.0,50,33000.0,38000.0,54.0
79130,120.0,8.0,Yes,Socialdemokratiet - The Social democrats,1959,62,Female,1940,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,50.0,50,,,45.0
79296,,6.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1992,60,Male,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,41.0,41,30000.0,36000.0,67.0
79301,300.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1993,60,Female,1973,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",16.0,37.0,41,37800.0,41000.0,62.0
79460,90.0,9.0,Yes,,1988,,Female,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,32.0,32,28000.0,,69.0
79520,360.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1977,50,Male,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",12.0,37.0,37,44000.0,,64.0
79533,180.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1974,57,Female,1955,Folkeskole 9.-10. klasse,10.0,37.0,37,40000.0,,47.0
79550,180.0,3.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2016,30,Female,1997,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14.0,30.0,30,18000.0,20000.0,52.0
79596,180.0,3.0,Yes,Dansk Folkeparti - Danish People's Party,1970,60,Male,1951,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2.0,37.0,45,,,68.0
79851,210.0,3.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1983,65,Male,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,37,34000.0,,73.0
79882,,7.0,Yes,Socialdemokratiet - The Social democrats,1955,25,Female,1941,Folkeskole 6.-8. klasse,0.0,35.0,35,,,90.0
79975,30.0,8.0,Yes,Kristendemokraterne - Christian Democrats,1972,67,Female,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,19500.0,,48.0
80016,150.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,1977,60,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,55,,,95.0
80032,180.0,7.0,Yes,Alternativet - The Alternative,2006,,Male,1986,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",18.0,37.0,37,28000.0,35000.0,44.0
80037,366.0,1.0,Yes,,1972,,Female,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,35.0,35,,,75.0
80081,60.0,4.0,Yes,Socialdemokratiet - The Social democrats,1990,,Female,1970,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17.0,37.0,37,45000.0,,65.0
80103,600.0,9.0,Not eligible to vote,,2004,60,Male,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",16.0,38.0,41,45000.0,,62.0
80114,240.0,8.0,Yes,Alternativet - The Alternative,2004,,Female,1984,"Forskeruddannelse. Ph.d., doktor",22.0,37.0,50,35000.0,40000.0,172.0
80132,60.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1951,,Male,1937,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",6.0,37.0,37,,,79.0
80149,120.0,8.0,Yes,Socialdemokratiet - The Social democrats,1973,Never too young,Female,1955,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,28.0,28,,,59.0
80193,,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1956,62,Female,1940,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,60.0,60,,,53.0
80200,600.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2008,60,Female,1989,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,32000.0,,50.0
80205,,0.0,Yes,,1994,40,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,33.0,33,23500.0,25500.0,53.0
80321,120.0,2.0,Yes,Socialdemokratiet - The Social democrats,1986,55,Male,1968,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,37,34000.0,,70.0
80328,180.0,8.0,Yes,Socialdemokratiet - The Social democrats,1989,60,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,35.0,35,29000.0,27000.0,59.0
80377,120.0,9.0,Yes,Kristendemokraterne - Christian Democrats,1991,60,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",21.0,37.0,40,38000.0,50000.0,59.0
80397,,7.0,Yes,Dansk Folkeparti - Danish People's Party,1960,,Male,1949,Folkeskole 6.-8. klasse,0.0,45.0,45,,,62.0
80448,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1988,,Male,1965,Folkeskole 9.-10. klasse,12.0,25.0,25,,,50.0
80527,430.0,7.0,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",50,Male,1984,Folkeskole 9.-10. klasse,9.0,37.0,37,,,46.0
80559,150.0,2.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1991,60,Male,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,45.0,45,50000.0,,61.0
80601,360.0,6.0,Yes,,2013,40,Male,1995,Other,13.0,20.0,20,18000.0,20000.0,68.0
80612,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1981,55,Male,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,37,32000.0,,93.0
80674,720.0,7.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1988,50,Male,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,70,,,60.0
80806,360.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1992,60,Male,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,45,50000.0,55000.0,68.0
80911,90.0,8.0,Yes,Socialdemokratiet - The Social democrats,1992,50,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,25000.0,27000.0,59.0
81022,610.0,4.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,59,Female,1984,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,37.0,40,25200.0,30000.0,52.0
81161,230.0,3.0,Not eligible to vote,,2011,59,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,10.0,9,11000.0,,107.0
81198,120.0,5.0,No,,2013,60,Male,1994,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,40.0,48,43000.0,50000.0,64.0
81304,60.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,2005,50,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12.0,37.0,37,28000.0,,52.0
